FSA,ProvinceTerritory,n_days,concentration
T0H,AB,106.0,71.0
T0H,AB,93.0,84.0
T0H,AB,91.0,89.0
T0H,AB,91.0,90.0
T0H,AB,99.0,96.0
T0H,AB,109.0,98.0
T0H,AB,102.0,105.0
T0H,AB,97.0,148.0
T0H,AB,120.0,164.0
T0H,AB,100.0,174.0
T0H,AB,92.0,25.0
V0A,BC,90.0,21.0
V0A,BC,98.0,72.0
V0B,BC,96.0,86.0
V0B,BC,90.0,106.0
V0A,BC,96.0,30.0
V0B,BC,95.0,171.0
V0B,BC,92.0,7.5
V0B,BC,93.0,71.0
V0B,BC,91.0,87.0
V1C,BC,92.0,7.5
V1C,BC,99.0,7.5
V1C,BC,120.0,7.5
V1C,BC,91.0,18.0
V1C,BC,91.0,20.0
V1C,BC,91.0,21.0
V1C,BC,79.0,31.0
V1C,BC,91.0,32.0
V1C,BC,91.0,41.0
V1C,BC,93.0,45.0
V1C,BC,90.0,53.0
V1C,BC,92.0,55.0
V1C,BC,91.0,63.0
V1C,BC,103.0,64.0
V1C,BC,102.0,76.0
V1C,BC,91.0,89.0
V1C,BC,91.0,96.0
V1C,BC,92.0,99.0
V1C,BC,91.0,115.0
V1C,BC,91.0,118.0
V1C,BC,91.0,138.0
V1C,BC,98.0,150.0
V1C,BC,91.0,151.0
V1C,BC,95.0,231.0
V0B,BC,90.0,76.0
V0B,BC,131.0,16.0
V0B,BC,97.0,22.0
V0B,BC,121.0,28.0
V0B,BC,95.0,36.0
V0B,BC,92.0,52.0
V0B,BC,99.0,60.0
V0B,BC,91.0,62.0
V0B,BC,91.0,68.0
V0B,BC,92.0,78.0
V0B,BC,121.0,105.0
V0B,BC,92.0,107.0
V0B,BC,95.0,118.0
V0B,BC,91.0,158.0
V0B,BC,91.0,246.0
V0B,BC,92.0,332.0
V0B,BC,92.0,367.0
V0B,BC,90.0,395.0
V0G,BC,91.0,96.0
V0B,BC,90.0,89.0
V0B,BC,90.0,257.0
V0B,BC,93.0,369.0
V0B,BC,123.0,80.0
V0B,BC,90.0,139.0
V0B,BC,92.0,118.0
V0G,BC,91.0,1323.0
V0B,BC,95.0,109.0
V0B,BC,89.0,288.0
V0B,BC,91.0,373.0
V0B,BC,90.0,425.0
V0B,BC,92.0,483.0
V0A,BC,102.0,7.5
V0A,BC,93.0,68.0
V0A,BC,92.0,74.0
V0A,BC,92.0,75.0
V0A,BC,93.0,168.0
V0A,BC,91.0,601.0
V0A,BC,91.0,31.0
V0A,BC,93.0,36.0
V0A,BC,97.0,93.0
V0A,BC,100.0,121.0
V0B,BC,91.0,7.5
V0B,BC,91.0,22.0
V1A,BC,91.0,18.0
V1A,BC,91.0,62.0
V1A,BC,92.0,81.0
V1A,BC,97.0,93.0
V1A,BC,93.0,97.0
V1A,BC,95.0,107.0
V1A,BC,90.0,114.0
V1A,BC,90.0,245.0
V1A,BC,91.0,393.0
V0B,BC,100.0,594.0
V1A,BC,99.0,106.0
V1A,BC,92.0,384.0
V0B,BC,90.0,7.5
V0A,BC,91.0,7.5
V0A,BC,91.0,233.0
V0B,BC,96.0,126.0
V0B,BC,83.0,22.0
V0B,BC,100.0,32.0
V0B,BC,101.0,33.0
V0B,BC,96.0,50.0
V0B,BC,115.0,61.0
V0B,BC,92.0,66.0
V0B,BC,101.0,145.0
V0B,BC,92.0,256.0
V0B,BC,92.0,2941.0
V0B,BC,90.0,169.0
V0B,BC,91.0,170.0
V0B,BC,80.0,7.5
V0B,BC,132.0,83.0
V0H,BC,97.0,17.0
V1N,BC,98.0,73.0
V1N,BC,91.0,74.0
V1N,BC,91.0,80.0
V1N,BC,91.0,105.0
V1N,BC,94.0,147.0
V1N,BC,94.0,212.0
V1N,BC,91.0,235.0
V1N,BC,99.0,273.0
V1N,BC,93.0,359.0
V1N,BC,90.0,378.0
V1N,BC,91.0,668.0
V1N,BC,91.0,784.0
V0H,BC,88.0,51.0
V0H,BC,96.0,171.0
V0H,BC,92.0,232.0
V0H,BC,92.0,1772.0
V0G,BC,92.0,260.0
V0G,BC,113.0,387.0
V0G,BC,97.0,7.5
V0G,BC,120.0,16.0
V0G,BC,91.0,22.0
V0G,BC,92.0,28.0
V0G,BC,91.0,86.0
V0G,BC,92.0,94.0
V0G,BC,117.0,99.0
V0G,BC,100.0,165.0
V0G,BC,89.0,207.0
V0G,BC,91.0,135.0
V0G,BC,92.0,743.0
V0H,BC,91.0,18.0
V0H,BC,92.0,19.0
V0H,BC,89.0,61.0
V0H,BC,133.0,227.0
V0H,BC,90.0,242.0
V0H,BC,85.0,255.0
V0H,BC,91.0,353.0
V0H,BC,91.0,486.0
V0H,BC,91.0,992.0
V0H,BC,91.0,118.0
V0G,BC,91.0,20.0
V0H,BC,91.0,179.0
V0G,BC,91.0,20.0
V0G,BC,91.0,116.0
V0G,BC,91.0,7.5
V0G,BC,91.0,16.0
V0G,BC,91.0,20.0
V0G,BC,91.0,28.0
V0G,BC,91.0,30.0
V0G,BC,95.0,42.0
V0G,BC,164.0,52.0
V1L,BC,110.0,7.5
V1L,BC,91.0,73.0
V1L,BC,92.0,77.0
V1L,BC,91.0,85.0
V1L,BC,103.0,87.0
V1L,BC,92.0,96.0
V1L,BC,92.0,114.0
V1L,BC,101.0,120.0
V1L,BC,93.0,137.0
V1L,BC,91.0,152.0
V1L,BC,90.0,152.0
V1L,BC,94.0,215.0
V1L,BC,92.0,357.0
V0G,BC,90.0,379.0
V0H,BC,92.0,36.0
V0H,BC,91.0,77.0
V0H,BC,122.0,95.0
V0H,BC,97.0,148.0
V0H,BC,93.0,164.0
V0H,BC,91.0,780.0
V0H,BC,91.0,697.0
V0G,BC,111.0,21.0
V0G,BC,118.0,25.0
V0G,BC,95.0,32.0
V0G,BC,95.0,39.0
V0G,BC,90.0,80.0
V0G,BC,97.0,96.0
V0G,BC,95.0,202.0
V0G,BC,91.0,7.5
V0G,BC,91.0,7.5
V0G,BC,93.0,86.0
V0G,BC,91.0,182.0
V0G,BC,91.0,96.0
V0G,BC,102.0,120.0
V0G,BC,107.0,505.0
V1R,BC,99.0,22.0
V1R,BC,92.0,25.0
V1R,BC,122.0,27.0
V1R,BC,103.0,29.0
V1R,BC,92.0,33.0
V1R,BC,93.0,37.0
V1R,BC,92.0,61.0
V1R,BC,90.0,70.0
V1R,BC,91.0,72.0
V1R,BC,92.0,95.0
V1R,BC,92.0,105.0
V1R,BC,91.0,125.0
V1R,BC,91.0,169.0
V1R,BC,90.0,224.0
V1R,BC,91.0,249.0
V1R,BC,91.0,315.0
V1R,BC,92.0,722.0
V0H,BC,91.0,93.0
V0G,BC,91.0,41.0
V0G,BC,96.0,56.0
V0G,BC,91.0,251.0
V0G,BC,128.0,322.0
V0G,BC,91.0,22.0
V0E,BC,94.0,62.0
V0E,BC,95.0,68.0
V0E,BC,92.0,108.0
V0E,BC,91.0,133.0
V0E,BC,92.0,135.0
V0E,BC,94.0,136.0
V0X,BC,97.0,73.0
V1B,BC,100.0,25.0
V1B,BC,92.0,39.0
V1B,BC,92.0,59.0
V1B,BC,138.0,114.0
V1B,BC,91.0,224.0
V0E,BC,98.0,7.5
V0E,BC,97.0,20.0
V0E,BC,91.0,47.0
V0H,BC,92.0,29.0
V0H,BC,95.0,389.0
V0H,BC,100.0,466.0
*,BC,96.0,39.0
V1V,BC,91.0,83.0
V1V,BC,91.0,168.0
V1W,BC,94.0,26.0
V1W,BC,64.0,47.0
V1W,BC,92.0,76.0
V1W,BC,93.0,139.0
V1W,BC,91.0,262.0
V1X,BC,95.0,90.0
V1X,BC,101.0,116.0
V1X,BC,94.0,145.0
V1X,BC,91.0,183.0
V1X,BC,92.0,275.0
V1X,BC,92.0,313.0
V1X,BC,90.0,418.0
V1Y,BC,91.0,18.0
V1Y,BC,89.0,21.0
V1Y,BC,91.0,24.0
V1Y,BC,90.0,28.0
V1Y,BC,90.0,31.0
V1Y,BC,91.0,48.0
V1Y,BC,94.0,90.0
V1Z,BC,95.0,65.0
V0X,BC,92.0,84.0
V0E,BC,90.0,23.0
V0E,BC,92.0,26.0
V0E,BC,97.0,49.0
V0E,BC,117.0,67.0
V0E,BC,151.0,114.0
V0E,BC,91.0,162.0
V0H,BC,91.0,7.5
V0H,BC,92.0,7.5
V0H,BC,91.0,22.0
V0H,BC,91.0,26.0
V0H,BC,90.0,100.0
V4V,BC,94.0,456.0
V0H,BC,99.0,633.0
V2A,BC,88.0,7.5
V2A,BC,92.0,15.0
V2A,BC,104.0,21.0
V2A,BC,91.0,25.0
V2A,BC,91.0,26.0
V2A,BC,93.0,27.0
V2A,BC,94.0,32.0
V2A,BC,91.0,35.0
V2A,BC,106.0,37.0
V2A,BC,91.0,64.0
V2A,BC,93.0,78.0
V2A,BC,90.0,80.0
V2A,BC,93.0,125.0
V2A,BC,91.0,143.0
V2A,BC,91.0,177.0
V2A,BC,91.0,244.0
V0X,BC,94.0,31.0
V0X,BC,91.0,171.0
V1E,BC,103.0,37.0
V1E,BC,100.0,97.0
V0H,BC,90.0,112.0
V1B,BC,91.0,38.0
V1B,BC,92.0,90.0
V1B,BC,93.0,105.0
V1B,BC,112.0,111.0
V1B,BC,91.0,126.0
V1B,BC,90.0,131.0
V1B,BC,93.0,133.0
V1B,BC,92.0,140.0
V1B,BC,95.0,172.0
V1B,BC,91.0,256.0
V1B,BC,124.0,284.0
V1H,BC,91.0,18.0
V1H,BC,91.0,70.0
V1H,BC,163.0,88.0
V1H,BC,93.0,194.0
V1H,BC,106.0,245.0
V1H,BC,101.0,532.0
V1H,BC,94.0,1019.0
V1H,BC,91.0,1410.0
V1T,BC,97.0,24.0
V1T,BC,92.0,29.0
V1T,BC,92.0,35.0
V1T,BC,104.0,43.0
V1T,BC,95.0,80.0
V1T,BC,112.0,90.0
V1T,BC,93.0,92.0
V1T,BC,103.0,94.0
V1T,BC,90.0,133.0
V1T,BC,91.0,371.0
V1Z,BC,91.0,190.0
V4T,BC,90.0,216.0
V4T,BC,93.0,166.0
V4V,BC,92.0,203.0
V0K,BC,91.0,16.0
V0K,BC,90.0,16.0
V0K,BC,94.0,17.0
V0K,BC,81.0,83.0
V0K,BC,92.0,7.5
V0K,BC,111.0,18.0
V0K,BC,91.0,74.0
V0K,BC,92.0,88.0
V0K,BC,92.0,26.0
V0K,BC,90.0,90.0
V0L,BC,94.0,83.0
V0E,BC,92.0,15.0
V0E,BC,92.0,65.0
V0E,BC,91.0,84.0
V0K,BC,100.0,99.0
V0K,BC,92.0,55.0
V0E,BC,91.0,60.0
V0E,BC,90.0,70.0
V0E,BC,105.0,35.0
V0E,BC,91.0,57.0
V0E,BC,91.0,58.0
V0K,BC,139.0,7.5
V0K,BC,91.0,19.0
V0E,BC,91.0,90.0
V0E,BC,95.0,326.0
V0L,BC,106.0,20.0
V0L,BC,98.0,49.0
*,BC,91.0,27.0
V2B,BC,92.0,7.5
V2B,BC,95.0,7.5
V2B,BC,93.0,35.0
V2B,BC,101.0,54.0
V2B,BC,90.0,61.0
V2B,BC,91.0,86.0
V2B,BC,91.0,136.0
V2C,BC,92.0,29.0
V2C,BC,91.0,33.0
V2E,BC,97.0,7.5
V2E,BC,92.0,22.0
V2E,BC,91.0,51.0
V2E,BC,90.0,58.0
V2E,BC,92.0,82.0
V2E,BC,91.0,94.0
V2H,BC,96.0,43.0
V2H,BC,91.0,70.0
V0E,BC,92.0,99.0
V0K,BC,92.0,16.0
V0K,BC,93.0,7.5
V0K,BC,111.0,28.0
V0K,BC,90.0,36.0
V0K,BC,92.0,90.0
V0K,BC,91.0,140.0
V0K,BC,90.0,216.0
V0K,BC,101.0,7.5
V0K,BC,93.0,15.0
V0K,BC,100.0,17.0
V0K,BC,94.0,283.0
V0E,BC,92.0,36.0
V1K,BC,90.0,7.5
V1K,BC,97.0,21.0
V1K,BC,91.0,29.0
V1K,BC,91.0,48.0
V1K,BC,91.0,58.0
V1K,BC,95.0,93.0
V0E,BC,105.0,391.0
V0E,BC,99.0,32.0
V0E,BC,109.0,89.0
V0E,BC,92.0,376.0
V1E,BC,150.0,7.5
V1E,BC,103.0,7.5
V1E,BC,92.0,7.5
V1E,BC,131.0,16.0
V1E,BC,91.0,22.0
V1E,BC,90.0,23.0
V1E,BC,95.0,26.0
V1E,BC,92.0,30.0
V1E,BC,91.0,31.0
V1E,BC,92.0,39.0
V1E,BC,91.0,41.0
V1E,BC,91.0,46.0
V1E,BC,91.0,48.0
V1E,BC,104.0,48.0
V1E,BC,90.0,52.0
V1E,BC,91.0,53.0
V1E,BC,91.0,57.0
V1E,BC,91.0,97.0
V1E,BC,89.0,102.0
V1E,BC,93.0,106.0
V1E,BC,91.0,181.0
V1E,BC,92.0,251.0
V1E,BC,91.0,263.0
V0E,BC,92.0,20.0
V0E,BC,96.0,39.0
V0E,BC,93.0,7.5
V0E,BC,93.0,55.0
V0E,BC,92.0,69.0
V0E,BC,91.0,80.0
V0E,BC,91.0,29.0
V0E,BC,91.0,85.0
V0E,BC,97.0,112.0
V2G,BC,92.0,7.5
V2G,BC,88.0,16.0
V2G,BC,62.0,22.0
V2G,BC,91.0,23.0
V2G,BC,93.0,29.0
V2G,BC,91.0,39.0
V2G,BC,91.0,41.0
V2G,BC,91.0,59.0
V2G,BC,91.0,91.0
V2S,BC,92.0,7.5
V2S,BC,116.0,7.5
V2S,BC,91.0,7.5
V2S,BC,92.0,7.5
V2S,BC,91.0,7.5
V2S,BC,91.0,16.0
V2S,BC,92.0,18.0
V2S,BC,93.0,22.0
V2S,BC,101.0,23.0
V2S,BC,91.0,23.0
V2S,BC,122.0,25.0
V2S,BC,95.0,27.0
V2S,BC,91.0,49.0
V2S,BC,102.0,70.0
V2S,BC,91.0,76.0
V2S,BC,150.0,90.0
V2S,BC,89.0,532.0
V2T,BC,90.0,7.5
V2T,BC,90.0,7.5
V2T,BC,100.0,7.5
V2T,BC,91.0,17.0
V2T,BC,91.0,18.0
V2T,BC,101.0,19.0
V2T,BC,91.0,20.0
V2T,BC,89.0,26.0
V2T,BC,91.0,28.0
V2T,BC,90.0,29.0
V2T,BC,91.0,31.0
V2T,BC,90.0,33.0
V2T,BC,98.0,105.0
V3G,BC,92.0,7.5
V3G,BC,92.0,7.5
V3G,BC,101.0,7.5
V3G,BC,62.0,7.5
V3G,BC,98.0,7.5
V3G,BC,91.0,15.0
V3G,BC,91.0,17.0
V3G,BC,91.0,20.0
V3G,BC,91.0,70.0
V3G,BC,104.0,109.0
V4X,BC,89.0,7.5
V4X,BC,91.0,21.0
V4X,BC,103.0,397.0
V0M,BC,90.0,7.5
V0M,BC,98.0,18.0
V0M,BC,100.0,23.0
V0M,BC,107.0,55.0
V0M,BC,90.0,89.0
V2P,BC,95.0,7.5
V2P,BC,102.0,7.5
V2P,BC,100.0,7.5
V2P,BC,90.0,17.0
V2P,BC,96.0,20.0
V2P,BC,92.0,29.0
V2P,BC,90.0,31.0
V2P,BC,92.0,37.0
V2P,BC,91.0,38.0
V2R,BC,91.0,7.5
V2R,BC,93.0,7.5
V2R,BC,94.0,7.5
V2R,BC,92.0,7.5
V2R,BC,91.0,7.5
V2R,BC,93.0,17.0
V2R,BC,93.0,20.0
V2R,BC,104.0,24.0
V2R,BC,94.0,26.0
V2R,BC,97.0,26.0
V2R,BC,97.0,31.0
V2R,BC,90.0,35.0
V2R,BC,93.0,40.0
V2R,BC,91.0,114.0
*,BC,91.0,7.5
V2R,BC,86.0,105.0
V0X,BC,91.0,7.5
V0X,BC,92.0,23.0
V0X,BC,100.0,36.0
V0X,BC,113.0,47.0
V0X,BC,90.0,119.0
V0X,BC,116.0,197.0
V0X,BC,98.0,349.0
V0M,BC,90.0,7.5
V2V,BC,92.0,7.5
V2V,BC,93.0,7.5
V2V,BC,93.0,7.5
V2V,BC,94.0,7.5
V2V,BC,105.0,7.5
V2V,BC,91.0,7.5
V2V,BC,93.0,7.5
V2V,BC,100.0,7.5
V2V,BC,99.0,7.5
V2V,BC,91.0,15.0
V2V,BC,104.0,18.0
V2V,BC,91.0,18.0
V2V,BC,104.0,21.0
V2V,BC,94.0,23.0
V4S,BC,92.0,16.0
V4S,BC,95.0,20.0
V4S,BC,92.0,32.0
V0X,BC,103.0,49.0
V0X,BC,108.0,64.0
V3J,BC,90.0,7.5
V3N,BC,91.0,7.5
V3N,BC,92.0,7.5
V3N,BC,94.0,7.5
V3N,BC,85.0,26.0
V5A,BC,91.0,7.5
V5A,BC,101.0,7.5
V5A,BC,91.0,7.5
V5A,BC,94.0,7.5
V5A,BC,91.0,25.0
V5B,BC,102.0,7.5
V5B,BC,97.0,7.5
V5B,BC,90.0,7.5
V5B,BC,91.0,17.0
V5B,BC,91.0,23.0
V5B,BC,90.0,31.0
V5C,BC,94.0,7.5
V5C,BC,91.0,7.5
V5C,BC,95.0,7.5
V5C,BC,91.0,19.0
V5G,BC,99.0,7.5
V5G,BC,90.0,7.5
V5G,BC,91.0,7.5
V5G,BC,85.0,7.5
V5G,BC,89.0,7.5
V5G,BC,91.0,16.0
V5G,BC,92.0,18.0
V5G,BC,100.0,18.0
*,BC,103.0,7.5
*,BC,91.0,7.5
V3B,BC,90.0,7.5
V3B,BC,92.0,7.5
V3B,BC,91.0,7.5
V3C,BC,91.0,16.0
V3E,BC,101.0,7.5
V3E,BC,142.0,7.5
V3E,BC,97.0,7.5
V3E,BC,114.0,7.5
V3E,BC,97.0,15.0
V3E,BC,130.0,23.0
V3H,BC,90.0,7.5
V3J,BC,94.0,7.5
V3J,BC,91.0,7.5
V3J,BC,98.0,7.5
V3J,BC,98.0,7.5
V3J,BC,90.0,44.0
V3K,BC,91.0,7.5
V3K,BC,91.0,7.5
V3K,BC,98.0,7.5
V3K,BC,92.0,7.5
V3K,BC,91.0,7.5
V3K,BC,92.0,7.5
V3K,BC,91.0,7.5
V3K,BC,98.0,7.5
V3K,BC,90.0,7.5
V3K,BC,80.0,20.0
V3K,BC,92.0,21.0
V2W,BC,102.0,7.5
V2W,BC,91.0,7.5
V2W,BC,106.0,7.5
V2W,BC,109.0,21.0
V2W,BC,62.0,45.0
V2X,BC,92.0,7.5
V2X,BC,93.0,7.5
V2X,BC,91.0,7.5
V2X,BC,92.0,7.5
V2X,BC,91.0,7.5
V2X,BC,103.0,7.5
V2X,BC,89.0,7.5
V2X,BC,92.0,7.5
V2X,BC,91.0,16.0
V2X,BC,91.0,19.0
V2X,BC,91.0,21.0
V2X,BC,91.0,24.0
V2X,BC,90.0,27.0
V2X,BC,102.0,37.0
V4R,BC,92.0,7.5
V4R,BC,101.0,7.5
V4R,BC,96.0,7.5
V3L,BC,104.0,7.5
V3L,BC,100.0,7.5
V3L,BC,92.0,7.5
V3L,BC,91.0,15.0
V3Y,BC,90.0,7.5
V3Y,BC,92.0,7.5
V3Y,BC,98.0,7.5
V3Y,BC,91.0,18.0
V3B,BC,96.0,7.5
V3B,BC,106.0,7.5
V3B,BC,91.0,7.5
V3C,BC,93.0,7.5
V3C,BC,152.0,7.5
V3C,BC,98.0,7.5
V3C,BC,93.0,7.5
V3C,BC,91.0,7.5
V3C,BC,93.0,7.5
V3C,BC,91.0,15.0
V3C,BC,94.0,16.0
V3C,BC,117.0,20.0
V3H,BC,91.0,7.5
V3H,BC,105.0,7.5
V3H,BC,92.0,7.5
V3H,BC,97.0,7.5
V3H,BC,90.0,7.5
V3H,BC,91.0,7.5
V3H,BC,90.0,7.5
V3H,BC,94.0,7.5
V2W,BC,91.0,7.5
V4W,BC,91.0,7.5
V4W,BC,94.0,15.0
V4W,BC,91.0,24.0
V4C,BC,95.0,7.5
V4C,BC,127.0,7.5
V4C,BC,91.0,7.5
V4C,BC,91.0,7.5
V4C,BC,91.0,7.5
V4C,BC,91.0,7.5
V4C,BC,94.0,15.0
V4C,BC,90.0,17.0
V4E,BC,92.0,7.5
V4E,BC,93.0,26.0
V4K,BC,93.0,7.5
V4K,BC,91.0,7.5
V4K,BC,90.0,7.5
V4K,BC,92.0,7.5
V4K,BC,94.0,7.5
V4K,BC,232.0,7.5
V4K,BC,95.0,7.5
V4K,BC,60.0,17.0
*,BC,93.0,7.5
V1M,BC,92.0,7.5
V1M,BC,91.0,7.5
V1M,BC,90.0,22.0
V1M,BC,91.0,25.0
*,BC,91.0,7.5
V2Z,BC,91.0,7.5
V2Z,BC,102.0,7.5
V2Z,BC,93.0,32.0
V2Z,BC,95.0,80.0
V3A,BC,93.0,7.5
V3A,BC,91.0,7.5
V3A,BC,98.0,15.0
V3A,BC,93.0,19.0
V4W,BC,90.0,16.0
V4W,BC,91.0,23.0
V4C,BC,84.0,15.0
V3S,BC,112.0,7.5
V3R,BC,90.0,7.5
V3R,BC,91.0,7.5
V3R,BC,91.0,17.0
V3R,BC,91.0,22.0
V3S,BC,93.0,7.5
V3S,BC,92.0,7.5
V3S,BC,91.0,7.5
V3S,BC,91.0,7.5
V3S,BC,92.0,7.5
V3S,BC,131.0,7.5
V3S,BC,92.0,7.5
V3S,BC,90.0,15.0
V3S,BC,89.0,20.0
V3S,BC,93.0,22.0
V3S,BC,96.0,27.0
V3S,BC,92.0,35.0
V3S,BC,91.0,94.0
*,BC,91.0,7.5
V3W,BC,122.0,7.5
V3W,BC,95.0,7.5
V3W,BC,94.0,7.5
*,BC,92.0,7.5
V4A,BC,98.0,7.5
V4A,BC,99.0,7.5
V4A,BC,93.0,41.0
V4N,BC,91.0,7.5
V4N,BC,97.0,7.5
V4N,BC,92.0,7.5
V4B,BC,91.0,7.5
V4B,BC,94.0,7.5
V4B,BC,91.0,19.0
V6X,BC,232.0,7.5
V6X,BC,103.0,32.0
V6Y,BC,95.0,7.5
V6Y,BC,104.0,7.5
V6Y,BC,92.0,7.5
V6Y,BC,118.0,7.5
V6Y,BC,91.0,7.5
V7A,BC,92.0,7.5
V7A,BC,91.0,7.5
V7A,BC,92.0,7.5
V7A,BC,92.0,7.5
V7A,BC,119.0,7.5
V7A,BC,91.0,7.5
V7A,BC,91.0,7.5
V7A,BC,96.0,7.5
V7A,BC,89.0,7.5
V7A,BC,95.0,7.5
V7C,BC,92.0,7.5
V7C,BC,91.0,7.5
V7C,BC,91.0,7.5
V7C,BC,91.0,7.5
V7C,BC,93.0,7.5
V7C,BC,105.0,7.5
V7C,BC,91.0,7.5
V7C,BC,91.0,7.5
V7C,BC,98.0,7.5
V7C,BC,92.0,7.5
V7C,BC,111.0,7.5
V7C,BC,92.0,7.5
V7C,BC,95.0,7.5
V7C,BC,91.0,7.5
V7C,BC,90.0,7.5
V7C,BC,93.0,7.5
V7C,BC,97.0,7.5
V7C,BC,91.0,7.5
V7E,BC,93.0,7.5
V7E,BC,90.0,7.5
V7E,BC,91.0,7.5
V7E,BC,91.0,7.5
V7E,BC,95.0,7.5
V7E,BC,92.0,7.5
V7E,BC,92.0,7.5
V7E,BC,105.0,7.5
V7E,BC,90.0,7.5
V7E,BC,92.0,7.5
V7E,BC,99.0,7.5
V7E,BC,104.0,7.5
V7E,BC,92.0,7.5
V7E,BC,94.0,7.5
V7E,BC,98.0,7.5
V7E,BC,94.0,7.5
V7E,BC,91.0,7.5
V7E,BC,96.0,17.0
V7E,BC,90.0,18.0
V5K,BC,95.0,7.5
V5K,BC,96.0,7.5
V5L,BC,135.0,7.5
V5L,BC,102.0,7.5
V5L,BC,91.0,7.5
V5L,BC,99.0,7.5
V5L,BC,92.0,7.5
V5M,BC,91.0,7.5
V5M,BC,90.0,7.5
V5M,BC,96.0,18.0
V5N,BC,95.0,7.5
V5N,BC,91.0,7.5
V5N,BC,93.0,7.5
V5N,BC,102.0,7.5
V5N,BC,91.0,7.5
V5N,BC,104.0,7.5
V5N,BC,91.0,7.5
V5N,BC,91.0,22.0
V5R,BC,106.0,7.5
V5R,BC,102.0,7.5
V5R,BC,114.0,7.5
V5S,BC,91.0,7.5
V5S,BC,94.0,7.5
V5S,BC,92.0,7.5
*,BC,91.0,7.5
V5V,BC,91.0,7.5
V5V,BC,96.0,7.5
V5V,BC,90.0,7.5
V5V,BC,91.0,7.5
V5V,BC,96.0,20.0
V5V,BC,95.0,22.0
V5W,BC,91.0,7.5
V5W,BC,101.0,7.5
V5W,BC,99.0,7.5
V5W,BC,96.0,7.5
V5X,BC,91.0,7.5
V5X,BC,91.0,7.5
V5X,BC,92.0,7.5
V5X,BC,106.0,7.5
V5X,BC,91.0,16.0
V5X,BC,94.0,17.0
*,BC,99.0,17.0
*,BC,120.0,7.5
*,BC,91.0,18.0
*,BC,91.0,7.5
V6J,BC,91.0,7.5
V6J,BC,101.0,35.0
V6K,BC,91.0,7.5
V6K,BC,90.0,7.5
V6K,BC,91.0,7.5
V6L,BC,84.0,7.5
V6L,BC,119.0,7.5
V6M,BC,91.0,7.5
V6M,BC,94.0,7.5
V6M,BC,96.0,7.5
V6M,BC,91.0,7.5
V6M,BC,94.0,7.5
V6M,BC,91.0,7.5
V6N,BC,92.0,7.5
V6N,BC,91.0,7.5
V6N,BC,99.0,7.5
V6N,BC,159.0,7.5
V6N,BC,91.0,20.0
V6N,BC,91.0,30.0
V6N,BC,102.0,268.0
V6P,BC,91.0,7.5
V6P,BC,91.0,7.5
V6P,BC,91.0,7.5
V6P,BC,104.0,7.5
V6R,BC,94.0,7.5
V6R,BC,95.0,7.5
V6R,BC,98.0,7.5
V6R,BC,91.0,7.5
V6R,BC,116.0,7.5
V6R,BC,91.0,7.5
V6R,BC,103.0,15.0
V6R,BC,92.0,18.0
V6S,BC,89.0,7.5
V6S,BC,92.0,7.5
V6S,BC,92.0,7.5
V6S,BC,91.0,16.0
V6T,BC,93.0,7.5
V6T,BC,92.0,7.5
V0N,BC,95.0,7.5
V0N,BC,93.0,7.5
V0N,BC,91.0,7.5
V0N,BC,105.0,22.0
V0N,BC,94.0,7.5
V0N,BC,92.0,7.5
V0N,BC,100.0,18.0
V0N,BC,92.0,7.5
V0N,BC,89.0,7.5
V0N,BC,91.0,7.5
V0N,BC,91.0,7.5
V0N,BC,93.0,7.5
V0N,BC,81.0,16.0
V0N,BC,94.0,20.0
V0N,BC,96.0,31.0
V0N,BC,91.0,40.0
V0N,BC,92.0,56.0
V0N,BC,91.0,7.5
V0N,BC,92.0,18.0
V0N,BC,94.0,33.0
V0N,BC,91.0,7.5
*,BC,120.0,7.5
*,BC,96.0,19.0
V7N,BC,94.0,7.5
V7N,BC,173.0,7.5
V7N,BC,85.0,7.5
*,BC,90.0,70.0
V7R,BC,91.0,7.5
V7R,BC,97.0,19.0
V0N,BC,101.0,7.5
V0N,BC,101.0,17.0
V8A,BC,112.0,7.5
V8A,BC,91.0,7.5
V8A,BC,91.0,7.5
V8A,BC,91.0,7.5
V8A,BC,91.0,7.5
V8A,BC,92.0,7.5
V8A,BC,91.0,7.5
V8A,BC,94.0,7.5
V8A,BC,90.0,7.5
V8A,BC,91.0,7.5
V8A,BC,92.0,7.5
V8A,BC,90.0,19.0
V8A,BC,104.0,19.0
V8A,BC,92.0,25.0
V8A,BC,94.0,29.0
V8A,BC,91.0,30.0
V8A,BC,91.0,75.0
V8A,BC,92.0,112.0
V8A,BC,94.0,124.0
V8A,BC,97.0,143.0
V0N,BC,91.0,7.5
V0N,BC,91.0,7.5
V0N,BC,94.0,36.0
V0N,BC,98.0,89.0
V0N,BC,92.0,112.0
V0N,BC,92.0,7.5
V0N,BC,94.0,7.5
V0N,BC,91.0,16.0
V0N,BC,91.0,22.0
V0N,BC,93.0,23.0
V0N,BC,88.0,218.0
V8B,BC,102.0,7.5
V8B,BC,93.0,7.5
V8B,BC,90.0,7.5
V8B,BC,98.0,7.5
V8B,BC,92.0,26.0
V8B,BC,112.0,30.0
V8B,BC,89.0,36.0
*,BC,96.0,7.5
*,BC,91.0,20.0
*,BC,91.0,150.0
V0N,BC,95.0,7.5
V0N,BC,91.0,7.5
